doc_id,title,year,doi,source,keywords,cluster_id,tema_auto
caefda9ec618,"Findings of the Association for Computational Linguistics: EMNLP 2022, pages 169–181December 7-11, 2022 ©2022 Association for Computational Linguistics",2022.0,,rclone_drive,,0,"Tema 0: research, environmental, systems, change"
f27cda25c931,An Unaccounted Fraction of Marine Biogenic CaCO3Particles,2012.0,10.1371/journal.pone.0047887,rclone_drive,,1,"Tema 1: species, marine, different, ecosystem"
61fe38163591,"Geosci. Model Dev., 7, 1433–1449, 2014www.geosci-model-dev.net/7/1433/2014/doi:10.5194/gmd-7-1433-2014© Author(s) 2014. CC Attribution 3.0 License.",2014.0,10.5194/gmd-7-1433-2014,rclone_drive,,4,"Tema 4: aerosol, ocean, ozone, surface"
22d1d52da3f0,Will Agroforests Vanish? The Case of Damar Agroforestsin Indonesia,2008.0,10.1007/s10745-008-9168-3,rclone_drive,Conservation . Development . Agroforests,0,"Tema 0: research, environmental, systems, change"
32a81ea1ac55,"CLIMATE RESEARCHClim ResVol. 74: 43–66, 2017https://doi.org/10.3354/cr01484Published online November 2",2017.0,10.3354/cr01484,rclone_drive,Regional climate model; Intra-seasonal variability; Inter-annual variability,2,"Tema 2: climate, change, land, water"
ed8c0ac2a4db,Overview of Fibre Optic SensingTechnology in the Field of PhysicalOcean Observation,2001.0,10.3389/fphy.2021.745487,rclone_drive,temperature; salinity; pressure; deep; turbulence; optical ﬁber sensing,0,"Tema 0: research, environmental, systems, change"
636a7f04cab2,Smart State: Queensland in the Knowledge Economy,2003.0,,rclone_drive,,0,"Tema 0: research, environmental, systems, change"
5d83f9f48e74,Review of modern low emissions combustion technologies for aero gas,2017.0,10.1016/j.paerosci.2017.08.001,rclone_drive,Low emissions; Technologies; Combustion; Aero engines; Rich Burn; Lean Burn,4,"Tema 4: aerosol, ocean, ozone, surface"
4c133645d438,ArticleChemically Oscillating Reactions during the DiageneticFormation of Ediacaran Siliceous and Carbonate Botryoids,2021.0,10.3390/min11101060,rclone_drive,chalcedony; agate; colloform; organic matter; Doushantuo formation; Raman spectroscopy,4,"Tema 4: aerosol, ocean, ozone, surface"
8b52a56f3fcf,DOI: 10.2478/v10216-011-0012-0 ECOL CHEM ENG S. 2012;19(2):133-161,2012.0,10.2478/v10216-011-0012-0,rclone_drive,abiotic stress factors; environmental stress; metabolic fingerprinting; metabolic profiling,1,"Tema 1: species, marine, different, ecosystem"
66b0e6df9d24,Climate Change and the Sendai Framework for Disaster RiskReduction,2015.0,10.1007/s13753-015-0046-5,rclone_drive,Climate change  Climate change,2,"Tema 2: climate, change, land, water"
e18a407bb5bd,"Ocean Sci., 2, 249–266, 2006www.ocean-sci.net/2/249/2006/© Author(s) 2006. This work is licensedunder a Creative Commons License.",2006.0,,rclone_drive,,4,"Tema 4: aerosol, ocean, ozone, surface"
c3a453338853,"REVIEW ARTICLE Myxozoan genera: definition and notes on taxonomy, life-cycle terminology and pathogenic species",1900.0,,rclone_drive,Myxozoa; definition of genera; taxonomy; terminology; phylogeny; pathogenic species,1,"Tema 1: species, marine, different, ecosystem"
307c34f6d548,Grazer Philosophische Studien “Software is an abstract artifact” Nurbay Irmak,1990.0,,rclone_drive,Software; computer programs; musical works; ontology; artifacts; abstract objects,0,"Tema 0: research, environmental, systems, change"
fea791b2b9d9,"Tellus (2002), 54B, 395–406Copyright C⃝Blackwell Munksgaard, 2002Printed in UK. All rights reservedTELLUSISSN 0280–6509",2002.0,,rclone_drive,,4,"Tema 4: aerosol, ocean, ozone, surface"
7ad89fa3c93e,"EditorialLand Use, Climate, and Water Resources—GlobalStages of Interaction",2017.0,10.3390/w9100815,rclone_drive,land use; climate; urbanization; agriculture; dams; stream burial; urban evolution,2,"Tema 2: climate, change, land, water"
60f05fad884b,RESEARCH ARTICLELife cycle environmental sustainability andcumulative energy assessment of biomasspellets biofuel derived from agroforestresidues,2022.0,10.1371/journal.pone.0275005,rclone_drive,,0,"Tema 0: research, environmental, systems, change"
995afd710429,Towards an ecology of care: Basic Income after the nation-state,2022.0,10.14746/sr.2022.6.3.03,rclone_drive,basic income; pluriverse; care; commons; debt,0,"Tema 0: research, environmental, systems, change"
8486514d0b1d,"Vol. 141: 199-204,1996 MARINE ECOLOGY PROGRESS SERIES Mar Ecol Prog Ser Published October 3",1996.0,,rclone_drive,Marine macroalgae Seagrasses . Photosynthesis CO2 Global change,1,"Tema 1: species, marine, different, ecosystem"
78b4f44ae043,"Effectiveness of benthic foraminiferal and coral assemblagesas water quality indicators on inshore reefs of the Great BarrierReef, Australia",2009.0,10.1007/s00338-009-0574-9),rclone_drive,Foraminifera  Hard coral  Water quality ,2,"Tema 2: climate, change, land, water"
16f7582d84cf,University of Groningen,2017.0,10.1016/j.jclepro.2017.04.040,rclone_drive,Coal-ﬁred power,2,"Tema 2: climate, change, land, water"
fa7b2e44d3c3,Seasonal Evolution of Aleutian Low Pressure Systems: Implications for the NorthPaciﬁc Subpolar Circulation*,2007.0,10.1175/2008JPO3891.1,rclone_drive,,4,"Tema 4: aerosol, ocean, ozone, surface"
7e4b53572535,Australian Journal of Teacher Education Australian Journal of Teacher Education,2016.0,10.14221/ajte.2016v41n4.3,rclone_drive,,2,"Tema 2: climate, change, land, water"
85761ff09cc3,"MRI Report on Mountain Climate Science Conference:MTNCLIM 2005, 1–4 March, Pray, Montana, USA",2005.0,10.1659/0276-,rclone_drive,,0,"Tema 0: research, environmental, systems, change"
84fe048bcfcc,"Atmos. Chem. Phys., 23, 7121–7139, 2023https://doi.org/10.5194/acp-23-7121-2023© Author(s) 2023. This work is distributed underthe Creative Commons Attribution 4.0 License.",2023.0,10.5194/acp-23-7121-2023,rclone_drive,,4,"Tema 4: aerosol, ocean, ozone, surface"
a1c85a46b2c3,"Atmos. Meas. Tech., 8, 5039–5062, 2015www.atmos-meas-tech.net/8/5039/2015/doi:10.5194/amt-8-5039-2015© Author(s) 2015. CC Attribution 3.0 License.",2015.0,10.5194/amt-8-5039-2015,rclone_drive,,4,"Tema 4: aerosol, ocean, ozone, surface"
61d730b5b3b5,Brygida Gasztold,2021.0,10.18778/2083-2931.12.12,rclone_drive,petrofiction; extractive neocolonialism; modernity; Africa,0,"Tema 0: research, environmental, systems, change"
d113e6145dd1,ArticleWireless Distributed Environmental Sensor Networksfor Air Pollution Measurement—The Promise and theCurrent Reality,2017.0,10.3390/s17102263,rclone_drive,wireless distributed environmental sensor networks; micro sensing units; air pollution,4,"Tema 4: aerosol, ocean, ozone, surface"
d9b83d1cb0ed,"MARINE ECOLOGY PROGRESS SERIESMar Ecol Prog SerVol. 287: 99–113, 2005Published February 18",2005.0,,rclone_drive,Mass mortality; Disturbance; Remote-sensing; Monitoring; Spatial pattern; Coral,2,"Tema 2: climate, change, land, water"
d8a56501cc70,"Atmos. Chem. Phys., 18, 13393–13410, 2018https://doi.org/10.5194/acp-18-13393-2018© Author(s) 2018. This work is distributed underthe Creative Commons Attribution 4.0 License.",2018.0,10.5194/acp-18-13393-2018,rclone_drive,,4,"Tema 4: aerosol, ocean, ozone, surface"
f7a873e66595,ArticleImproved Prediction of Stream Flow Based onUpdating Land Cover Maps with Remotely SensedForest Change Detection,2018.0,10.3390/f9060317,rclone_drive,forest disturbance; time series; SWAT; water dynamics; land cover,2,"Tema 2: climate, change, land, water"
2edbd3d78121,UNCORRECTED PROOF,2004.0,,rclone_drive,bio-availability; metals; mining; treatment wetlands; sulphur; substrates; wastewater,4,"Tema 4: aerosol, ocean, ozone, surface"
edd27263e275,"Atmos. Chem. Phys., 14, 6523–6543, 2014www.atmos-chem-phys.net/14/6523/2014/doi:10.5194/acp-14-6523-2014© Author(s) 2014. CC Attribution 3.0 License.",2014.0,10.5194/acp-14-6523-2014,rclone_drive,,4,"Tema 4: aerosol, ocean, ozone, surface"
2c76afcc6fc1,PERSPECTIVEpublished: 15 July 2021doi: 10.3389/fmars.2021.638979,2021.0,10.3389/fmars.2021.638979,rclone_drive,reefscape genomics; seascape genomics; coral reefs; photogrammetry; structure from motion,1,"Tema 1: species, marine, different, ecosystem"
1067f188eae4,"Hydrol. Earth Syst. Sci., 13, 2349–2358, 2009www.hydrol-earth-syst-sci.net/13/2349/2009/© Author(s) 2009. This work is distributed underthe Creative Commons Attribution 3.0 License.",2009.0,,rclone_drive,,2,"Tema 2: climate, change, land, water"
69ae0262a417,HAL Id: hal-01099211,2015.0,,rclone_drive,Intraday solar forecasting; machine learning techniques; statistical models,4,"Tema 4: aerosol, ocean, ozone, surface"
c6f55cf1b91e,Vol.:(0123456789)1 3,2021.0,10.1007/s11103-021-01194-0,rclone_drive,Tomato; Flavonoid; Transcriptome; Metabolome; Caffeoylquinic acid,1,"Tema 1: species, marine, different, ecosystem"
d7710852f154,"Atmos. Chem. Phys., 18, 10055–10088, 2018https://doi.org/10.5194/acp-18-10055-2018© Author(s) 2018. This work is distributed underthe Creative Commons Attribution 4.0 License.",2018.0,10.5194/acp-18-10055-2018,rclone_drive,,4,"Tema 4: aerosol, ocean, ozone, surface"
05465a937c64,Interactive Information Extraction by Semantic Information Graph,2005.0,,rclone_drive,,0,"Tema 0: research, environmental, systems, change"
4329522884b2,"Citation: Korte, T.; Otte, L.; Amel, H.;",2023.0,10.3390/su15010213,rclone_drive,education game; nutrition; education for sustainable developments; nutritional impacts,0,"Tema 0: research, environmental, systems, change"
3ac61b157ca4,ArticleThe Impact of the Control Measures during theCOVID-19 Outbreak on Air Pollution in China,2020.0,10.3390/rs12101613,rclone_drive,air pollution; Spring Festival; COVID-19,4,"Tema 4: aerosol, ocean, ozone, surface"
76e93c6630f6,"Atmos. Chem. Phys., 15, 10999–11009, 2015www.atmos-chem-phys.net/15/10999/2015/doi:10.5194/acp-15-10999-2015© Author(s) 2015. CC Attribution 3.0 License.",2015.0,10.5194/acp-15-10999-2015,rclone_drive,,4,"Tema 4: aerosol, ocean, ozone, surface"
dc948f2e3f59,"Atmos. Chem. Phys., 19, 407–424, 2019https://doi.org/10.5194/acp-19-407-2019© Author(s) 2019. This work is distributed underthe Creative Commons Attribution 4.0 License.",2019.0,10.5194/acp-19-407-2019,rclone_drive,,4,"Tema 4: aerosol, ocean, ozone, surface"
d5f2a1df814a,"Atmos. Chem. Phys., 14, 3183–3194, 2014www.atmos-chem-phys.net/14/3183/2014/doi:10.5194/acp-14-3183-2014© Author(s) 2014. CC Attribution 3.0 License.",2014.0,10.5194/acp-14-3183-2014,rclone_drive,,4,"Tema 4: aerosol, ocean, ozone, surface"
ab2a8fcd6849,"Sustainability 2012, 4, 740-772; doi:10.3390/su4040740",2012.0,10.3390/su4040740,rclone_drive,sustainability; future scenarios; scenario archetypes,0,"Tema 0: research, environmental, systems, change"
f376ef8589d6,Domain-Independent Entity Coreference in RDF Graphs,2010.0,,rclone_drive,Discriminability; Entity Coreference; Semantic Web,0,"Tema 0: research, environmental, systems, change"
6bccd6009961,Zhang and Du ﻿Geoscience Letters (2021) 8:37 https://doi.org/10.1186/s40562-021-00207-6,2021.0,10.1186/s40562-021-00207-6,rclone_drive,Indian Ocean Basin warming; Indian Ocean Dipole; Downwelling Rossby waves; Southwest tropical,4,"Tema 4: aerosol, ocean, ozone, surface"
cd201eae09ce,"Biogeosciences, 18, 4571–4586, 2021https://doi.org/10.5194/bg-18-4571-2021© Author(s) 2021. This work is distributed underthe Creative Commons Attribution 4.0 License.",2021.0,10.5194/bg-18-4571-2021,rclone_drive,,4,"Tema 4: aerosol, ocean, ozone, surface"
4168de3324ca,"Atmos. Chem. Phys., 8, 3789–3803, 2008www.atmos-chem-phys.net/8/3789/2008/© Author(s) 2008. This work is distributed underthe Creative Commons Attribution 3.0 License.",2008.0,,rclone_drive,,4,"Tema 4: aerosol, ocean, ozone, surface"
bf3b907cc0bd,ArticleTrends and Non-Stationarity in Groundwater LevelChanges in Rapidly Developing Indian Cities,2020.0,10.3390/w12113209,rclone_drive,groundwater level; trends; non-stationarity; climate variability; land use/land cover,2,"Tema 2: climate, change, land, water"
a767f2b3d95a,"ABSTRACTWe found exciting to study how generativity has evolved since Erikson (1950) outside the Psychology andSociology disciplines, and had permeated into the fields of Ecology, Grammar and Syntax, and Information andCommunication Technology (ICT), without losing part of the essence of the genuine meaning given by Eriksonback then, about the generative task and generativity as a construct. I wanted to investigate this further, and myfindings turned out to be very interestingIn this paper I perform a basic analysis of some training theories applied to the generativity concept as a taskand a construct since Erikson (1950), in the field of Psychology and Sociology, Grammar and Syntax, Ecology,Information and Communication Technology (ICT). Keywords: generativity; Erikson; Chomsky; ecological; sociotechnical",1950.0,,rclone_drive,generativity; Erikson; Chomsky; ecological; sociotechnical,0,"Tema 0: research, environmental, systems, change"
7a24c4125c42,"Global analysis of nitrogen and phosphorus limitationof primary producers in freshwater, marine andterrestrial ecosystems",2007.0,10.1111/j.1461-0248.2007.01113.x,rclone_drive,Ecosystem; meta-analysis; nitrogen; nutrient limitation; phosphorus; primary production,2,"Tema 2: climate, change, land, water"
b127097022db,Serving the underserved: water–energy–the food nexus in in socio-ecological production landscapes,2015.0,10.2495/SDP150151,rclone_drive,water security; energy security; food security; landscape management,0,"Tema 0: research, environmental, systems, change"
7428b52f8a0a,Impact of dams and climate change on 1 suspended sediment flux to the Mekong 2 delta 3,2020.0,,rclone_drive,sediment transport; large dams; INCA model; Mekong River; climate change,4,"Tema 4: aerosol, ocean, ozone, surface"
041c0642dd33,"International Journal for Service Learning in Engineering Special Edition, pp. 97–113, Fall 2014 ISSN 1555-9033",2014.0,,rclone_drive,,1,"Tema 1: species, marine, different, ecosystem"
f8ef466e57c0,"Copyright © 2013 by the author(s). Published here under license by the Resilience Alliance.Boillat, S., and F. Berkes. 2013. Perception and interpretation of climate change among Quechua farmers ofBolivia: indigenous knowledge as a resource for adaptive capacity. Ecology and Society 18(4): 21. http://dx.doi.org/10.5751/ES-05894-180421",2013.0,10.5751/ES-05894-180421,rclone_drive,adaptive capacity; Andes; Bolivia; indigenous knowledge; perception of climate change; Quechua,2,"Tema 2: climate, change, land, water"
8e17f064c8fe,"Sustainability 2009, 1, 1412-1430; doi:10.3390/su1041412",2009.0,10.3390/su1041412,rclone_drive,sustainability definition; sustainability transition; sustainability science,0,"Tema 0: research, environmental, systems, change"
c47f7bb9493f,"Biogeosciences, 12, 557–565, 2015www.biogeosciences.net/12/557/2015/doi:10.5194/bg-12-557-2015© Author(s) 2015. CC Attribution 3.0 License.",2015.0,10.5194/bg-12-557-2015,rclone_drive,,4,"Tema 4: aerosol, ocean, ozone, surface"
6672988bd524,UNIVERSITY OF MICHIGAN,2010.0,,rclone_drive,,0,"Tema 0: research, environmental, systems, change"
200a739298ac,"Citation: Ju, C.; Li, H.; Li, M.; Liu, Z.;",2022.0,10.3390/atmos13060927,rclone_drive,land surface processes; model evaluation; WRF; Central Asia arid region,4,"Tema 4: aerosol, ocean, ozone, surface"
8ea805d1e2af,"Atmos. Chem. Phys., 22, 8137–8149, 2022https://doi.org/10.5194/acp-22-8137-2022© Author(s) 2022. This work is distributed underthe Creative Commons Attribution 4.0 License.",2022.0,10.5194/acp-22-8137-2022,rclone_drive,,4,"Tema 4: aerosol, ocean, ozone, surface"
d548479e6f5d,"Sustainability 2013, 5, 805-840; doi:10.3390/su5030805",2013.0,10.3390/su5030805,rclone_drive,wildland fire; insect outbreaks; sustainability; landscape restoration; landscape,2,"Tema 2: climate, change, land, water"
34d840c29a9d,"Lmnol. “<ro,lo~r, 43(l). 1998. lh0-169",1998.0,,rclone_drive,,5,"Tema 5: lake, ozone, yellowstone, basin"
4550722c90a1,"10.2478/jlecol-2021-0010 aaaJournal of Landscape Ecology (2021), Vol: 14 / No. 2.",2021.0,10.2478/jlecol-2021-0010,rclone_drive,landscape ecology; evolution; research; education; metascientific approach,0,"Tema 0: research, environmental, systems, change"
48093131d824,"Atmos. Chem. Phys., 11, 2603–2624, 2011www.atmos-chem-phys.net/11/2603/2011/doi:10.5194/acp-11-2603-2011© Author(s) 2011. CC Attribution 3.0 License.",2011.0,10.5194/acp-11-2603-2011,rclone_drive,,4,"Tema 4: aerosol, ocean, ozone, surface"
a551c49c36f5,"Energies 2012, 5, 605-620; doi:10.3390/en5030605",2012.0,10.3390/en5030605,rclone_drive,life cycle assessment; greenhouse gas emissions; energy consumption,0,"Tema 0: research, environmental, systems, change"
ce2cb86561c4,"Global Trophic Position Comparison of Two DominantMesopelagic Fish Families (Myctophidae, Stomiidae)Using Amino Acid Nitrogen Isotopic Analyses",2012.0,10.1371/journal.pone.0050133,rclone_drive,,1,"Tema 1: species, marine, different, ecosystem"
2aa218493e95,"© Kamla-Raj 2008Ethno-Med., 2(1): 1-27 (2008)",2008.0,10.31901/24566772.2008/02.01.01,rclone_drive,Sickness and health; traditional medical knowledge; medical pluralism; modern education; technology,0,"Tema 0: research, environmental, systems, change"
a63bb3c3be85,"Proceedings of the 2010 Winter Simulation Conference B. Johansson, S. Jain, J. Montoya-Torres, J. Hugan, and E. Yücesan, eds. OIL-DERIVATIVES PIPELINE LOGISTICS USING DISCRETE-EVENT SIMULATION",2010.0,,rclone_drive,,2,"Tema 2: climate, change, land, water"
d40d8f3ae940,This is the Accepted Manuscript version of an article accepted for publication in Journal colloid and interface science. Elsevier is not responsible for any errors or omissions in this version of the manuscript or any version derived from it. The Version of Record is available online at https://doi.org/10.1016/j.jcis.2021.09.192,2021.0,10.1016/j.jcis.2021.09.192,rclone_drive,,4,"Tema 4: aerosol, ocean, ozone, surface"
633b6c593a8d,"Aerosol dry deposition measured with eddy-covariancetechnique at Wasa and Aboa, Dronning Maud Land, Antarctica",2000.0,10.3189/172756402781816519,rclone_drive,,4,"Tema 4: aerosol, ocean, ozone, surface"
abefdd315de5,Towards a processual microbial ontology,2012.0,10.1007/s10539-012-9350-2,rclone_drive,Ontology  Microbial evolution  Process philosophy  Tree of life ,0,"Tema 0: research, environmental, systems, change"
15a40688221d,"Spatial distribution of biogenic sulphur compounds (MSA,nssSO42–) in the northern Victoria Land–Dome C–WilkesLand area, East Antarctica",1992.0,10.3189/172756405781813384,rclone_drive,,4,"Tema 4: aerosol, ocean, ozone, surface"
ccb94b732cd5,"Atmos. Chem. Phys., 17, 5623–5641, 2017www.atmos-chem-phys.net/17/5623/2017/doi:10.5194/acp-17-5623-2017© Author(s) 2017. CC Attribution 3.0 License.",2017.0,10.5194/acp-17-5623-2017,rclone_drive,,4,"Tema 4: aerosol, ocean, ozone, surface"
55ea0013839e,"Geosci. Model Dev., 10, 2567–2590, 2017https://doi.org/10.5194/gmd-10-2567-2017© Author(s) 2017. This work is distributed underthe Creative Commons Attribution 3.0 License.",2017.0,10.5194/gmd-10-2567-2017,rclone_drive,,4,"Tema 4: aerosol, ocean, ozone, surface"
3c937d50e3bd,"© 2015 Howard et al. This work is published by Dove Medical Press Limited, and licensed under Creative Commons Attribution – Non Commercial (unported, v3.0) License. The full terms of the License are available at http://creativecommons.org/licenses/by-nc/3.0/. Non-commercial uses of the work are permitted without any further permission from Dove Medical Press Limited, provided the work is properly attributed. Permissions beyond the scope of the License are administered by Dove Medical Press Limited. Information on how to request permission may be found at: http://www.dovepress.com/permissions.php",2015.0,10.2147/BTAT.S62984,rclone_drive,breast cancer; prostate cancer; anticancer agents; antitumorigenic agents; chemo­,1,"Tema 1: species, marine, different, ecosystem"
e01726841e10,"Atmos. Chem. Phys., 23, 1919–1940, 2023https://doi.org/10.5194/acp-23-1919-2023© Author(s) 2023. This work is distributed underthe Creative Commons Attribution 4.0 License.",1919.0,10.5194/acp-23-1919-2023,rclone_drive,,4,"Tema 4: aerosol, ocean, ozone, surface"
b2b970fe6bb0,This is a repository copy of Precambrian aeolian systems: A unique record?.,2023.0,10.1016/j.precamres.2023.107075,rclone_drive,,4,"Tema 4: aerosol, ocean, ozone, surface"
be507a51ccf1,"Nonlinear Processes in Geophysics, 12, 741–753, 2005SRef-ID: 1607-7946/npg/2005-12-741European Geosciences Union© 2005 Author(s). This work is licensedunder a Creative Commons License.",2005.0,,rclone_drive,,2,"Tema 2: climate, change, land, water"
67b024a806b6,University of Nebraska - Lincoln University of Nebraska - Lincoln DigitalCommons@University of Nebraska - Lincoln DigitalCommons@University of Nebraska - Lincoln,2006.0,10.1016/j.jhydrol.2005.07.029,rclone_drive,Groundwater–surface water interaction; Wetland; Upwelling; Benthic invertebrates; Periphyton respiration,2,"Tema 2: climate, change, land, water"
13222aee4e9f,General rights Copyright and moral rights for the publications made accessible in the public portal are retained by the authors and/or other copyright owners and it is a condition of accessing publications that users recognise and abide by the legal requirements associated with these rights.,2024.0,10.1002/anie.202214383,rclone_drive,denoted as the; surface-accessible CO2 concentration ([CO2]SA); which; enables us to indicate the transient state of the local; [CO2]/[OH,4,"Tema 4: aerosol, ocean, ozone, surface"
be5aa6aa9239,"52 Journal of the Meteorological Society of Japan Vol. 55, No. 1",1976.0,,rclone_drive,,4,"Tema 4: aerosol, ocean, ozone, surface"
a0bfb7afc055,"PHOTOSYNTHETICA 47 (3): 457-470, 2009",2009.0,,rclone_drive,atmospheric modelling; 13C; carbon flux data; carbon isotope discrimination; carbon stable isotopes; discrimination,4,"Tema 4: aerosol, ocean, ozone, surface"
f9dcd5e9137c,EPJ manuscript No.(will be inserted by the editor),2018.0,,rclone_drive,,2,"Tema 2: climate, change, land, water"
5b4680a77841,Challenges of unculturable bacteria: environmentalperspectives,2020.0,10.1007/s11157-020-09522-4,rclone_drive,Uncultured bacteria  Viable but,0,"Tema 0: research, environmental, systems, change"
0185d9a524f2,ORIGINAL RESEARCH ARTICLE,2020.0,10.1007/s42413-020-00085-4,rclone_drive,Artificialintelligence.Communitywell-being.Decisionmaking.Technology,0,"Tema 0: research, environmental, systems, change"
39261278727c,"REVIEWS OF GEOPHYSICS, VOL. 26, NO. 4, PAGES 624-657, NOVEMBER 1988",1988.0,,rclone_drive,,2,"Tema 2: climate, change, land, water"
f3f5a499a222,"CLIMATE RESEARCHClim ResVol. 36: 191–202, 2008doi: 10.3354/cr00745Published June 24",2008.0,10.3354/cr00745,rclone_drive,Climate change; Forest fragmentation; Interspeciﬁc competition; Carbon storage,1,"Tema 1: species, marine, different, ecosystem"
793cb9c91c8d,"Antarctic Surface Hydrology and Impacts on Ice Sheet Mass Balance 1 2 Robin E. Bell1, Alison F. Banwell2,3, Luke D. Trusel4 and Jonathan Kingslake1,5 3 4",2012.0,,rclone_drive,,4,"Tema 4: aerosol, ocean, ozone, surface"
50e462936456,JGSP 45 (2017) 1–45,2017.0,10.7546/jgsp-45-2017-1-45,rclone_drive,Bending; Helfrich model; Lagrangian ﬁeld theory; variational methods,0,"Tema 0: research, environmental, systems, change"
bbf0c7e5b2f7,"CLIMATE RESEARCHClim ResVol. 41: 1–14, 2010doi: 10.3354/cr00836Published online January 20",2010.0,10.3354/cr00836,rclone_drive,Weather generator; Probabilistic prediction; Uncertainty; IPCC AR4; LARS-WG,2,"Tema 2: climate, change, land, water"
629d14e0068b,General rights Copyright and moral rights for the publications made accessible in the public portal are retained by the authors and/or other copyright owners and it is a condition of accessing publications that users recognise and abide by the legal requirements associated with these rights.,2024.0,10.1016/j.scitotenv.2018.01.092,rclone_drive,,0,"Tema 0: research, environmental, systems, change"
7caf61b761b0,OCAD University Open Research Repository,2015.0,10.1177/1086026615592933,rclone_drive,Business Model; Strong Sustainability; Reflexive Modernization; Enterprise Ontology,0,"Tema 0: research, environmental, systems, change"
7a62fae3a1bd,Evaluating Peer-to-Peer Recommender Systems thatExploit Spontaneous Afﬁnities,2007.0,,rclone_drive,Peer-to-Peer; Recommender System; Complex and Social,0,"Tema 0: research, environmental, systems, change"
9f709cdb6b3d,Multi-modal Entity Alignment in Hyperbolic Space,2021.0,,rclone_drive,Multi-modal knowledge graphs; Entity alignment; Hyperbolic,0,"Tema 0: research, environmental, systems, change"
de74c9cbafd3,"Entropy 2010, 12, 107-126; doi:10.3390/e12010107",2010.0,10.3390/e12010107,rclone_drive,thermodynamics; statistical mechanics; maximum entropy,2,"Tema 2: climate, change, land, water"
be12413c7ef4,"XLIII, No 2 – 1035",1983.0,,rclone_drive,Hyace; Anaximander; Hermes; Hermione; European Projects,0,"Tema 0: research, environmental, systems, change"
d8c050844510,"MARINE ECOLOGY PROGRESS SERIESMar Ecol Prog SerVol. 415: 283–293, 2010doi: 10.3354/meps08749Published September 29",2010.0,10.3354/meps08749,rclone_drive,At-sea observations; Calanus copepod; Climate model; East Greenland Current,4,"Tema 4: aerosol, ocean, ozone, surface"
387cac5c8379,"Atmos. Chem. Phys., 22, 3615–3629, 2022https://doi.org/10.5194/acp-22-3615-2022© Author(s) 2022. This work is distributed underthe Creative Commons Attribution 4.0 License.",2022.0,10.5194/acp-22-3615-2022,rclone_drive,,4,"Tema 4: aerosol, ocean, ozone, surface"
6683a64ae9e2,"Using click chemistry toward novel 1,2,3-triazole-linked dopamine D3 receptor ligands",2015.0,10.1016/j.bmc.2015.01.017.,rclone_drive,Dopamine D3 receptor; Click chemistry; 3-Triazole; Bioisoteric replacement; Metabolic,1,"Tema 1: species, marine, different, ecosystem"
b045274434b0,"Copyright © 2016 by the author(s). Published here under license by the Resilience Alliance.Aronson, J. C., C. M. Blatt, and T. B. Aronson. 2016. Restoring ecosystem health to improve human health and well-being: physiciansand restoration ecologists unite in a common cause. Ecology and Society 21(4):39. https://doi.org/10.5751/ES-08974-210439",2016.0,10.5751/ES-08974-210439,rclone_drive,ecological restoration; ecosystem health; human health; natural capital; metaphors; restoration culture; social capital; well,0,"Tema 0: research, environmental, systems, change"
5ad1fd91655c,The missing climate forcing,1979.0,,rclone_drive,,2,"Tema 2: climate, change, land, water"
2e8a520388aa,Journal ofMarine Science and Engineering,2020.0,10.3390/jmse8060462,rclone_drive,CO2 addition; ocean acidiﬁcation; pH decline; nitriﬁcation; microcosm experiment; anoxic,4,"Tema 4: aerosol, ocean, ozone, surface"
7a0615acd999,Organon F 29 (1) 2022: 128–164 ISSN 2585-7150 (online) https://doi.org/10.31577/orgf.2022.29106 ISSN 1335-0668 (print),2022.0,10.31577/orgf.2022.29106,rclone_drive,Antiscientism; demarcation of science; scientism; sciento,0,"Tema 0: research, environmental, systems, change"
f64ccc5149a9,Prospects of Civilization in 21st Century: Human,1929.0,,rclone_drive,Systemic crisis; Civilization; Human essence; Consumer society; Postmodernism,0,"Tema 0: research, environmental, systems, change"
3218f9f7dd60,"The Indonesian coastline stretching up to 79,464 km (Badan Pusat Statistik Indonesia, 2018) is covered by mangroves, coral reefs, sea­grass beds. Its coastal seas are characterized by high biodiversity and endemicity (Sukristijono, 2002). They protect ecosystems from natural hazards and provide livelihood for a large coastal human population (Alongi, 2002). However, this large population also threatens these protective and livelihood functions of coastal ecosystems. In 2018, approximately 65% of the total Indone­sian population of 267 million people lived along",2018.0,10.12911/22998993/149821,rclone_drive,sedimentation; livelihoods change; coastal; Sentinel; land use,2,"Tema 2: climate, change, land, water"
29f7ceee9c42,ArticleLinear and Non-Linear Trends for Seasonal NO2 andSO2 Concentrations in the Southern Hemisphere(2004–2016),2004.0,10.3390/rs9090891,rclone_drive,nitrogen dioxide; sulphur dioxide; concentrations; linear trends; non-linear trends,4,"Tema 4: aerosol, ocean, ozone, surface"
59d2bfcac862,Modeled and Observed Volcanic AerosolControl on Stratospheric NO y and Cl y,1991.0,10.1029/2019JD031111,rclone_drive,,4,"Tema 4: aerosol, ocean, ozone, surface"
632b9edee385,"The Cryosphere, 8, 1479–1496, 2014www.the-cryosphere.net/8/1479/2014/doi:10.5194/tc-8-1479-2014© Author(s) 2014. CC Attribution 3.0 License.",2014.0,10.5194/tc-8-1479-2014,rclone_drive,,4,"Tema 4: aerosol, ocean, ozone, surface"
